assets/brand/final/areamatrix-app-icon-dark.svg	NOT_APPLICABLE	1-47	semantic-read	静态 SVG 品牌矢量源；逐行确认仅含图形、渐变和可访问性描述，无运行时控制流；由 assets/brand/brand-manifest.json 与 scripts/brand/export_assets.py 生成平台位图。
assets/brand/final/areamatrix-app-icon-light.svg	NOT_APPLICABLE	1-52	semantic-read	静态 SVG 品牌矢量源；逐行确认仅含图形、渐变和滤镜，无运行时控制流；导出源为品牌 manifest 与 export_assets.py。
assets/brand/final/areamatrix-app-icon-maskable-dark.svg	NOT_APPLICABLE	1-13	semantic-read	PWA maskable 静态 SVG 源；仅声明矢量图元，无可执行逻辑；平台资源由品牌导出脚本生成。
assets/brand/final/areamatrix-app-icon-maskable-light.svg	NOT_APPLICABLE	1-13	semantic-read	PWA maskable 静态 SVG 源；仅声明矢量图元，无可执行逻辑；平台资源由品牌导出脚本生成。
assets/brand/final/areamatrix-app-icon-opaque-dark.svg	NOT_APPLICABLE	1-48	semantic-read	静态不透明 app icon SVG；逐行确认只有图形定义，无生产控制流；由品牌 manifest/导出脚本消费。
assets/brand/final/areamatrix-app-icon-opaque-light.svg	NOT_APPLICABLE	1-53	semantic-read	静态不透明 app icon SVG；逐行确认只有图形定义，无生产控制流；由品牌 manifest/导出脚本消费。
assets/brand/final/areamatrix-app-icon-small-dark.svg	NOT_APPLICABLE	1-11	semantic-read	小尺寸静态 SVG 图标源；仅图元声明，无可执行性能路径；由 export_assets.py 生成尺寸变体。
assets/brand/final/areamatrix-app-icon-small-light.svg	NOT_APPLICABLE	1-11	semantic-read	小尺寸静态 SVG 图标源；仅图元声明，无可执行性能路径；由 export_assets.py 生成尺寸变体。
assets/brand/final/areamatrix-logo-lockup-dark.svg	NOT_APPLICABLE	1-66	semantic-read	静态横版品牌 SVG；逐行确认仅矢量图元/文本，无运行时控制流；位图与平台副本由品牌导出脚本生成。
assets/brand/final/areamatrix-logo-lockup-light.svg	NOT_APPLICABLE	1-71	semantic-read	静态横版品牌 SVG；逐行确认仅矢量图元/文本，无运行时控制流；位图与平台副本由品牌导出脚本生成。
assets/brand/final/areamatrix-logo-lockup-mono-dark.svg	NOT_APPLICABLE	1-19	semantic-read	单色静态品牌 SVG；仅图元和文字声明，无可执行逻辑；导出链为 brand-manifest/export_assets.py。
assets/brand/final/areamatrix-logo-lockup-mono-light.svg	NOT_APPLICABLE	1-19	semantic-read	单色静态品牌 SVG；仅图元和文字声明，无可执行逻辑；导出链为 brand-manifest/export_assets.py。
assets/brand/final/areamatrix-logo-lockup-outlined-dark.svg	NOT_APPLICABLE	1-56	semantic-read	字体转轮廓后的静态 SVG；长 path 数据是生成图形，不执行生产逻辑；来源含 generate_wordmark_outlines.swift 与品牌导出脚本。
assets/brand/final/areamatrix-logo-lockup-outlined-light.svg	NOT_APPLICABLE	1-61	semantic-read	字体转轮廓后的静态 SVG；长 path 数据是生成图形，不执行生产逻辑；来源含 generate_wordmark_outlines.swift 与品牌导出脚本。
assets/brand/final/areamatrix-logo-lockup-outlined.svg	NOT_APPLICABLE	1-56	semantic-read	字体转轮廓后的静态 SVG；仅图形数据，无运行时资源生命周期；来源为 outline 生成器和品牌导出链。
assets/brand/final/areamatrix-logo-lockup.svg	NOT_APPLICABLE	1-66	semantic-read	默认横版静态品牌 SVG；逐行确认只有矢量/文本声明，无可执行控制流；由品牌导出脚本消费。
assets/brand/final/areamatrix-logo-mark-dark.svg	NOT_APPLICABLE	1-44	semantic-read	静态 logo mark SVG；逐行仅图元/渐变/滤镜，无生产控制流；由品牌 manifest/导出脚本消费。
assets/brand/final/areamatrix-logo-mark-light.svg	NOT_APPLICABLE	1-49	semantic-read	静态 logo mark SVG；逐行仅图元/渐变/滤镜，无生产控制流；由品牌 manifest/导出脚本消费。
assets/brand/final/areamatrix-logo-mark-mono-dark.svg	NOT_APPLICABLE	1-14	semantic-read	单色静态 logo mark；仅 SVG 图元，无可执行逻辑；平台变体由 export_assets.py 生成。
assets/brand/final/areamatrix-logo-mark-mono-light.svg	NOT_APPLICABLE	1-14	semantic-read	单色静态 logo mark；仅 SVG 图元，无可执行逻辑；平台变体由 export_assets.py 生成。
